Sentence ID,Sentence,Conc.MEDIAN,Conc.MEAN,Conc.SD,# Words Found,Percentage,Found Words,All Words
72,"We could barely see the ground from the cockpit window, and we realized that if we lost sight of those two round stabilizers in the tail of that B-24 ahead of us, we could easily stray off the concrete taxiway and get our wheels mired in the frozen mud alongside us.",3.25,3.3548,1.1864727837867444,25 out of 27,92.5925925926%,"[('could', 1.34), ('barely', 1.71), ('see', 3.21), ('ground', 4.77), ('cockpit', 4.27), ('window', 4.86), ('realize', 2.03), ('lose', 2.25), ('sight', 3.21), ('two', 4.18), ('round', 3.9), ('stabilizer', 3.25), ('tail', 4.96), ('ahead', 3.0), ('us', 3.59), ('could', 1.34), ('easily', 1.8), ('stray', 2.76), ('concrete', 4.59), ('get', 2.38), ('wheel', 4.86), ('frozen', 4.34), ('mud', 4.86), ('alongside', 2.82), ('us', 3.59)]","['could', 'barely', 'see', 'ground', 'cockpit', 'window', 'realize', 'lose', 'sight', 'two', 'round', 'stabilizer', 'tail', 'ahead', 'us', 'could', 'easily', 'stray', 'concrete', 'taxiway', 'get', 'wheel', 'mire', 'frozen', 'mud', 'alongside', 'us']"
73,"The B-24 has a tricycle landing gear, with a nose wheel far up to the front.",4.28,4.151428571428571,0.7795175553171456,7 out of 7,100.0%,"[('tricycle', 4.68), ('landing', 3.87), ('gear', 4.28), ('nose', 4.89), ('wheel', 4.86), ('far', 2.71), ('front', 3.77)]","['tricycle', 'landing', 'gear', 'nose', 'wheel', 'far', 'front']"
74,"When the brakes are applied in taxiing, the front end dips down like the head of an elephant nodding in a parade.",4.22,3.9254545454545453,1.0195328698611303,11 out of 11,100.0%,"[('brake', 4.44), ('apply', 2.5), ('taxi', 4.93), ('front', 3.77), ('end', 3.14), ('dip', 4.22), ('like', 1.89), ('head', 4.75), ('elephant', 5.0), ('nodding', 4.0), ('parade', 4.54)]","['brake', 'apply', 'taxi', 'front', 'end', 'dip', 'like', 'head', 'elephant', 'nodding', 'parade']"
75,So the plane ahead seemed to us to be going up and down as we cautiously braked as close as we could get.,3.075,3.04,1.1052400443141552,10 out of 10,100.0%,"[('plane', 4.92), ('ahead', 3.0), ('seem', 1.75), ('us', 3.59), ('go', 3.15), ('cautiously', 2.63), ('brake', 4.44), ('close', 3.2), ('could', 1.34), ('get', 2.38)]","['plane', 'ahead', 'seem', 'us', 'go', 'cautiously', 'brake', 'close', 'could', 'get']"
76,"We still expected to hear a voice on the radio: ""Abort, abort"".",3.46,3.3628571428571425,0.9416247356867506,7 out of 7,100.0%,"[('still', 3.46), ('expect', 1.89), ('hear', 3.66), ('voice', 4.13), ('radio', 4.74), ('abort', 2.83), ('abort', 2.83)]","['still', 'expect', 'hear', 'voice', 'radio', 'abort', 'abort']"
77,This was impossible flying weather.,3.83,3.3766666666666665,1.540854741152888,3 out of 3,100.0%,"[('impossible', 1.66), ('fly', 4.64), ('weather', 3.83)]","['impossible', 'fly', 'weather']"
78,But no voice came.,3.425,3.425,0.9970205614730319,2 out of 2,100.0%,"[('voice', 4.13), ('come', 2.72)]","['voice', 'come']"
79,"The deadly still fog meant there was no wind at all, no air movement to increase our airspeed at takeoff.",3.435,3.405,0.7057423199881259,10 out of 10,100.0%,"[('deadly', 2.7), ('still', 3.46), ('fog', 4.66), ('mean', 2.5), ('wind', 3.93), ('air', 4.11), ('movement', 3.63), ('increase', 2.61), ('airspeed', 3.04), ('takeoff', 3.41)]","['deadly', 'still', 'fog', 'mean', 'wind', 'air', 'movement', 'increase', 'airspeed', 'takeoff']"
80,Then it was gone.,3.15,3.15,N/A,1 out of 1,100.0%,"[('go', 3.15)]",['go']
81,The ship ahead stopped.,3.68,3.85,0.9465199416811038,3 out of 3,100.0%,"[('ship', 4.87), ('ahead', 3.0), ('stop', 3.68)]","['ship', 'ahead', 'stop']"
82,"Half a minute later it turned, trembling, and all we could see was a wing as the pilot gunned the engines to full power.",3.44,3.427692307692308,1.184223753112518,13 out of 13,100.0%,"[('half', 3.27), ('minute', 3.04), ('later', 1.8), ('turn', 3.44), ('tremble', 3.61), ('could', 1.34), ('see', 3.21), ('wing', 4.86), ('pilot', 4.67), ('gun', 4.83), ('engine', 4.86), ('full', 3.59), ('power', 2.04)]","['half', 'minute', 'later', 'turn', 'tremble', 'could', 'see', 'wing', 'pilot', 'gun', 'engine', 'full', 'power']"
83,Then it was gone.,3.15,3.15,N/A,1 out of 1,100.0%,"[('go', 3.15)]",['go']
84,The only way we could line up on the runway was by looking down from the cockpit windows at the rows of white stripes we knew marked each end of the runway.,3.91,3.6221428571428573,1.1558625056070173,14 out of 14,100.0%,"[('way', 2.34), ('could', 1.34), ('line', 4.5), ('runway', 4.6), ('look', 2.96), ('cockpit', 4.27), ('window', 4.86), ('row', 3.93), ('white', 3.89), ('stripe', 4.72), ('know', 1.68), ('marked', 3.88), ('end', 3.14), ('runway', 4.6)]","['way', 'could', 'line', 'runway', 'look', 'cockpit', 'window', 'row', 'white', 'stripe', 'know', 'marked', 'end', 'runway']"
85,We could see nothing else.,1.92,2.0975,0.8251616003345446,4 out of 4,100.0%,"[('could', 1.34), ('see', 3.21), ('nothing', 2.21), ('else', 1.63)]","['could', 'see', 'nothing', 'else']"
86,Scotty and I looked at each other.,2.96,2.96,N/A,1 out of 2,50.0%,"[('look', 2.96)]","['scotty', 'look']"
87,"Scotty ran up full power, brakes full on, until it felt that the ship would vibrate open.",3.59,3.4210000000000003,1.140764363632268,10 out of 11,90.9090909091%,"[('run', 4.31), ('full', 3.59), ('power', 2.04), ('brake', 4.44), ('full', 3.59), ('felt', 3.04), ('ship', 4.87), ('would', 1.12), ('vibrate', 4.0), ('open', 3.21)]","['scotty', 'run', 'full', 'power', 'brake', 'full', 'felt', 'ship', 'would', 'vibrate', 'open']"
88,Then he released the brakes.,3.8400000000000003,3.8400000000000003,0.8485281374238571,2 out of 2,100.0%,"[('release', 3.24), ('brake', 4.44)]","['release', 'brake']"
89,We seemed to lumber down the runway.,4.56,3.6366666666666667,1.6340236636393406,3 out of 3,100.0%,"[('seem', 1.75), ('lumber', 4.56), ('runway', 4.6)]","['seem', 'lumber', 'runway']"
90,Hours seemed to go by.,3.1,2.6666666666666665,0.794250170496257,3 out of 3,100.0%,"[('hour', 3.1), ('seem', 1.75), ('go', 3.15)]","['hour', 'seem', 'go']"
91,"The airspeed indicator inched upward, when it should have been sweeping up like the second hand on a watch.",3.57,3.55,0.9317188417113824,9 out of 9,100.0%,"[('airspeed', 3.04), ('indicator', 2.73), ('inch', 4.37), ('upward', 3.57), ('sweep', 3.72), ('like', 1.89), ('second', 3.3), ('hand', 4.72), ('watch', 4.61)]","['airspeed', 'indicator', 'inch', 'upward', 'sweep', 'like', 'second', 'hand', 'watch']"
92,"I kept staring down at the runway from my cockpit window, then I glanced at the airspeed indicator - a slow 92 miles an hour - but when I looked back out the window I saw white stripes flashing by.",3.7800000000000002,3.83,0.7984028173945339,18 out of 18,100.0%,"[('keep', 2.37), ('star', 4.69), ('runway', 4.6), ('cockpit', 4.27), ('window', 4.86), ('glance', 3.48), ('airspeed', 3.04), ('indicator', 2.73), ('slow', 3.28), ('mile', 3.63), ('hour', 3.1), ('look', 2.96), ('back', 4.33), ('window', 4.86), ('saw', 4.46), ('white', 3.89), ('stripe', 4.72), ('flash', 3.67)]","['keep', 'star', 'runway', 'cockpit', 'window', 'glance', 'airspeed', 'indicator', 'slow', 'mile', 'hour', 'look', 'back', 'window', 'saw', 'white', 'stripe', 'flash']"
93,The other end of the runway.,3.87,3.87,1.0323759005323592,2 out of 2,100.0%,"[('end', 3.14), ('runway', 4.6)]","['end', 'runway']"
94,"We were not going fast enough to take off, but we were at the end of the runway.",3.145,3.1,1.0427847332982967,6 out of 6,100.0%,"[('go', 3.15), ('fast', 3.32), ('enough', 1.33), ('take', 3.06), ('end', 3.14), ('runway', 4.6)]","['go', 'fast', 'enough', 'take', 'end', 'runway']"
95,I took the wheel in my hands and pulled back.,4.33,4.188000000000001,0.7201874755922932,5 out of 5,100.0%,"[('take', 3.06), ('wheel', 4.86), ('hand', 4.72), ('pull', 3.97), ('back', 4.33)]","['take', 'wheel', 'hand', 'pull', 'back']"
96,"A co-pilot was not supposed to do that, with the pilot concentrating on the instruments in front of him to keep the plane on course and steady.",3.77,3.324444444444444,1.239597829046896,9 out of 9,100.0%,"[('suppose', 1.37), ('pilot', 4.67), ('concentrate', 2.48), ('instrument', 4.27), ('front', 3.77), ('keep', 2.37), ('plane', 4.92), ('course', 3.82), ('steady', 2.25)]","['suppose', 'pilot', 'concentrate', 'instrument', 'front', 'keep', 'plane', 'course', 'steady']"
97,"But there was not time to talk to Scotty, only a split-second to grab the wheel.",3.795,3.88,0.7707572034477959,4 out of 5,80.0%,"[('time', 3.07), ('talk', 4.07), ('grab', 3.52), ('wheel', 4.86)]","['time', 'talk', 'scotty', 'grab', 'wheel']"
98,"I knew the field off the end of the runway was deep-plowed, rutted enough to tear off our landing gear and smash all 10 of us to pieces.",3.83,3.5733333333333337,1.05590403604368,12 out of 12,100.0%,"[('know', 1.68), ('field', 4.26), ('end', 3.14), ('runway', 4.6), ('rut', 3.64), ('enough', 1.33), ('tear', 4.56), ('landing', 3.87), ('gear', 4.28), ('smash', 3.79), ('us', 3.59), ('piece', 4.14)]","['know', 'field', 'end', 'runway', 'rut', 'enough', 'tear', 'landing', 'gear', 'smash', 'us', 'piece']"
99,"It should not have happened at that airspeed, but Number 10607 flew into the air.",3.3,3.374,1.0957098155990024,5 out of 5,100.0%,"[('happen', 1.78), ('airspeed', 3.04), ('number', 3.3), ('fly', 4.64), ('air', 4.11)]","['happen', 'airspeed', 'number', 'fly', 'air']"
100,It was a miracle.,1.96,1.96,N/A,1 out of 1,100.0%,"[('miracle', 1.96)]",['miracle']
101,More miracles.,1.96,1.96,N/A,1 out of 1,100.0%,"[('miracle', 1.96)]",['miracle']
102,But now there was nothing.,2.21,2.21,N/A,1 out of 1,100.0%,"[('nothing', 2.21)]",['nothing']
103,Only whiteness.,3.69,3.69,N/A,1 out of 1,100.0%,"[('whiteness', 3.69)]",['whiteness']
104,We staggered.,3.57,3.57,N/A,1 out of 1,100.0%,"[('stagger', 3.57)]",['stagger']
105,Then a smashing downward jolt.,3.41,3.453333333333333,0.3172275734127368,3 out of 3,100.0%,"[('smash', 3.79), ('downward', 3.16), ('jolt', 3.41)]","['smash', 'downward', 'jolt']"
106,We'd hit the ground.,4.4399999999999995,4.4399999999999995,0.4666904755831208,2 out of 2,100.0%,"[('hit', 4.11), ('ground', 4.77)]","['hit', 'ground']"
107,Suddenly things were going too fast.,3.16,2.87,0.6908448933491993,4 out of 4,100.0%,"[('suddenly', 1.84), ('thing', 3.17), ('go', 3.15), ('fast', 3.32)]","['suddenly', 'thing', 'go', 'fast']"
108,"A shuddering vibration swept the plane, like a rolling earthquake you feel but don't believe.",3.61,3.2655555555555558,1.1172411457594005,9 out of 9,100.0%,"[('shudder', 3.41), ('vibration', 3.61), ('sweep', 3.72), ('plane', 4.92), ('like', 1.89), ('rolling', 4.04), ('earthquake', 3.97), ('feel', 2.28), ('believe', 1.55)]","['shudder', 'vibration', 'sweep', 'plane', 'like', 'rolling', 'earthquake', 'feel', 'believe']"
109,"Then freedom, a feeling of flight.",2.34,2.64,1.14,3 out of 3,100.0%,"[('freedom', 2.34), ('feeling', 1.68), ('flight', 3.9)]","['freedom', 'feeling', 'flight']"
110,"Later we learned that we had indeed hit the ground off the end of the runway, falling hard enough to shake loose three 500-pound bombs, which crashed through the bomb bay doors and skidded along the ground underneath us without exploding.",3.79,3.5984,1.108120330409413,25 out of 25,100.0%,"[('later', 1.8), ('learn', 2.2), ('indeed', 1.72), ('hit', 4.11), ('ground', 4.77), ('end', 3.14), ('runway', 4.6), ('fall', 4.04), ('hard', 3.76), ('enough', 1.33), ('shake', 4.07), ('loose', 3.18), ('three', 3.62), ('bomb', 4.84), ('crash', 3.79), ('bomb', 4.84), ('bay', 4.81), ('door', 4.81), ('skid', 4.07), ('along', 2.14), ('ground', 4.77), ('underneath', 3.71), ('us', 3.59), ('without', 2.15), ('explode', 4.1)]","['later', 'learn', 'indeed', 'hit', 'ground', 'end', 'runway', 'fall', 'hard', 'enough', 'shake', 'loose', 'three', 'bomb', 'crash', 'bomb', 'bay', 'door', 'skid', 'along', 'ground', 'underneath', 'us', 'without', 'explode']"
111,It was the second miracle.,2.63,2.63,0.9475230867899735,2 out of 2,100.0%,"[('second', 3.3), ('miracle', 1.96)]","['second', 'miracle']"
112,Again whiteness.,3.69,3.69,N/A,1 out of 1,100.0%,"[('whiteness', 3.69)]",['whiteness']
113,"Scotty struggled to keep us climbing straight and level, only the instruments in front of him to help him.",2.86,3.231111111111111,0.7086156300217424,9 out of 10,90.0%,"[('struggle', 2.79), ('keep', 2.37), ('us', 3.59), ('climb', 4.11), ('straight', 2.76), ('level', 2.86), ('instrument', 4.27), ('front', 3.77), ('help', 2.56)]","['scotty', 'struggle', 'keep', 'us', 'climb', 'straight', 'level', 'instrument', 'front', 'help']"
114,"Truly, it was flying blind.",4.03,3.4299999999999997,1.5969032531747187,3 out of 3,100.0%,"[('truly', 1.62), ('fly', 4.64), ('blind', 4.03)]","['truly', 'fly', 'blind']"
115,"Suddenly, a black wall loomed up in front of us - trees.",3.77,3.902857142857143,1.069870931245358,7 out of 7,100.0%,"[('suddenly', 1.84), ('black', 3.76), ('wall', 4.86), ('loom', 4.5), ('front', 3.77), ('us', 3.59), ('tree', 5.0)]","['suddenly', 'black', 'wall', 'loom', 'front', 'us', 'tree']"
116,"The trees got blacker, higher, closer, like some great dark hand reaching out to enclose us.",2.98,3.1966666666666668,1.0813992058551931,12 out of 12,100.0%,"[('tree', 5.0), ('get', 2.38), ('blacker', 2.09), ('higher', 2.93), ('closer', 3.0), ('like', 1.89), ('great', 1.81), ('dark', 4.29), ('hand', 4.72), ('reach', 3.7), ('enclose', 2.96), ('us', 3.59)]","['tree', 'get', 'blacker', 'higher', 'closer', 'like', 'great', 'dark', 'hand', 'reach', 'enclose', 'us']"
117,We smashed right into the blackness.,3.54,3.6,0.16822603841260717,3 out of 3,100.0%,"[('smash', 3.79), ('right', 3.47), ('blackness', 3.54)]","['smash', 'right', 'blackness']"
118,"A scrape, a lurch, and amazingly we were out on the other side.",3.545,3.205,1.1256553646654026,4 out of 4,100.0%,"[('scrape', 4.15), ('lurch', 3.41), ('amazingly', 1.58), ('side', 3.68)]","['scrape', 'lurch', 'amazingly', 'side']"
119,"Again vibration, but we were still flying.",3.61,3.903333333333333,0.6423654204059658,3 out of 3,100.0%,"[('vibration', 3.61), ('still', 3.46), ('fly', 4.64)]","['vibration', 'still', 'fly']"
120,A third miracle.,2.7,2.7,1.0465180361560904,2 out of 2,100.0%,"[('third', 3.44), ('miracle', 1.96)]","['third', 'miracle']"
121,"I hardly dared even look at Scotty, afraid to break his tense concentration on the dashboard instruments that were helping to keep us alive in this whiteness.",2.79,2.982666666666667,0.8421864967084756,15 out of 16,93.75%,"[('hardly', 1.62), ('dare', 2.28), ('even', 2.79), ('look', 2.96), ('afraid', 2.7), ('break', 3.71), ('tense', 2.35), ('concentration', 2.1), ('dashboard', 4.61), ('instrument', 4.27), ('help', 2.56), ('keep', 2.37), ('us', 3.59), ('alive', 3.14), ('whiteness', 3.69)]","['hardly', 'dare', 'even', 'look', 'scotty', 'afraid', 'break', 'tense', 'concentration', 'dashboard', 'instrument', 'help', 'keep', 'us', 'alive', 'whiteness']"
122,The worst was yet to come.,1.54,1.8833333333333335,0.728445834179408,3 out of 3,100.0%,"[('worst', 1.54), ('yet', 1.39), ('come', 2.72)]","['worst', 'yet', 'come']"
123,The human senses are easily fooled.,3.19,3.3066666666666666,1.5682580569961477,3 out of 4,75.0%,"[('human', 4.93), ('easily', 1.8), ('fool', 3.19)]","['human', 'sens', 'easily', 'fool']"
124,It takes steely nerves to trust an inanimate instrument with your life when your body tells you that your plane is doing something that the instrument denies.,3.06,3.2715384615384617,1.0561237786819477,13 out of 13,100.0%,"[('take', 3.06), ('steely', 2.44), ('nerve', 3.89), ('trust', 2.04), ('inanimate', 3.24), ('instrument', 4.27), ('life', 2.69), ('body', 4.79), ('tell', 2.9), ('plane', 4.92), ('something', 1.82), ('instrument', 4.27), ('deny', 2.2)]","['take', 'steely', 'nerve', 'trust', 'inanimate', 'instrument', 'life', 'body', 'tell', 'plane', 'something', 'instrument', 'deny']"
125,"You can be ""sure"" that you are going left when your instruments say that you are going straight ahead.",3.075,3.0425,0.7540699096048247,8 out of 8,100.0%,"[('sure', 1.73), ('go', 3.15), ('left', 3.7), ('instrument', 4.27), ('say', 2.58), ('go', 3.15), ('straight', 2.76), ('ahead', 3.0)]","['sure', 'go', 'left', 'instrument', 'say', 'go', 'straight', 'ahead']"
126,"We had just taken off at an impossible low speed, had hit the ground again, and had plowed through trees into opaque whiteness.",3.6550000000000002,3.7329999999999997,0.9593637938180117,10 out of 10,100.0%,"[('take', 3.06), ('impossible', 1.66), ('low', 3.34), ('speed', 3.62), ('hit', 4.11), ('ground', 4.77), ('plow', 4.46), ('tree', 5.0), ('opaque', 3.62), ('whiteness', 3.69)]","['take', 'impossible', 'low', 'speed', 'hit', 'ground', 'plow', 'tree', 'opaque', 'whiteness']"
127,"In all that turmoil, could Scotty continue to fly blind?",2.36,2.896,1.3832678699369836,5 out of 6,83.3333333333%,"[('turmoil', 2.11), ('could', 1.34), ('continue', 2.36), ('fly', 4.64), ('blind', 4.03)]","['turmoil', 'could', 'scotty', 'continue', 'fly', 'blind']"
128,Suddenly the fog lightened.,2.93,3.143333333333333,1.4220525072349943,3 out of 3,100.0%,"[('suddenly', 1.84), ('fog', 4.66), ('lighten', 2.93)]","['suddenly', 'fog', 'lighten']"
129,Then it began to break up into patches alternating with sunshine.,3.71,3.522,1.0017834097248766,5 out of 5,100.0%,"[('begin', 2.56), ('break', 3.71), ('patch', 4.7), ('alternate', 2.43), ('sunshine', 4.21)]","['begin', 'break', 'patch', 'alternate', 'sunshine']"
130,But the light showed us something even more heart-stopping than the trees we had crashed through.,3.79,3.595714285714286,1.0270971577356114,7 out of 7,100.0%,"[('light', 4.21), ('show', 3.97), ('us', 3.59), ('something', 1.82), ('even', 2.79), ('tree', 5.0), ('crash', 3.79)]","['light', 'show', 'us', 'something', 'even', 'tree', 'crash']"
131,"We saw that we were now flying on our side, one wing pointing straight up to the sky and the other toward the ground beneath the fog.",4.21,3.919166666666667,0.867435701922452,12 out of 12,100.0%,"[('saw', 4.46), ('fly', 4.64), ('side', 3.68), ('one', 3.97), ('wing', 4.86), ('point', 3.39), ('straight', 2.76), ('sky', 4.45), ('toward', 2.28), ('ground', 4.77), ('beneath', 3.11), ('fog', 4.66)]","['saw', 'fly', 'side', 'one', 'wing', 'point', 'straight', 'sky', 'toward', 'ground', 'beneath', 'fog']"
132,We were slowly rolling over on our back at 120 miles an hour.,3.63,3.664,0.5759600680602779,5 out of 5,100.0%,"[('slowly', 3.1), ('roll', 4.16), ('back', 4.33), ('mile', 3.63), ('hour', 3.1)]","['slowly', 'roll', 'back', 'mile', 'hour']"
133,"In another 20 seconds we would dive into the earth, upside down.",2.995,3.0933333333333333,1.2738550414653413,6 out of 6,100.0%,"[('another', 2.69), ('second', 3.3), ('would', 1.12), ('dive', 4.03), ('earth', 4.8), ('upside', 2.62)]","['another', 'second', 'would', 'dive', 'earth', 'upside']"
134,"Perhaps only a pilot could appreciate the panic of breaking out of a solid cloud, where the eye sees no apparent movement, into racing cloud tufts where the world is turning upside down.",3.61,3.3894444444444445,1.1598908276325595,18 out of 18,100.0%,"[('perhaps', 1.19), ('pilot', 4.67), ('could', 1.34), ('appreciate', 2.23), ('panic', 3.04), ('break', 3.71), ('solid', 4.42), ('cloud', 4.54), ('eye', 4.9), ('see', 3.21), ('apparent', 1.73), ('movement', 3.63), ('race', 3.59), ('cloud', 4.54), ('tuft', 3.85), ('world', 4.36), ('turn', 3.44), ('upside', 2.62)]","['perhaps', 'pilot', 'could', 'appreciate', 'panic', 'break', 'solid', 'cloud', 'eye', 'see', 'apparent', 'movement', 'race', 'cloud', 'tuft', 'world', 'turn', 'upside']"
135,"Everything is reversed: To pull the wheel back is to go down, to push it forward is to go up.",3.38,3.5566666666666666,0.8396130060926881,9 out of 9,100.0%,"[('everything', 2.3), ('reverse', 3.38), ('pull', 3.97), ('wheel', 4.86), ('back', 4.33), ('go', 3.15), ('push', 4.21), ('forward', 2.66), ('go', 3.15)]","['everything', 'reverse', 'pull', 'wheel', 'back', 'go', 'push', 'forward', 'go']"
136,"Left is right, right is left.",3.47,3.2925,0.5197675762620573,4 out of 4,100.0%,"[('left', 3.7), ('right', 3.47), ('right', 3.47), ('leave', 2.53)]","['left', 'right', 'right', 'leave']"
137,Scotty grappled with the controls for age-long seconds while we gradually righted ourselves.,2.87,2.886,0.5973524922522715,5 out of 6,83.3333333333%,"[('grapple', 2.86), ('control', 1.93), ('second', 3.3), ('gradually', 2.87), ('right', 3.47)]","['scotty', 'grapple', 'control', 'second', 'gradually', 'right']"
138,"Had the fog been only 100 feet deeper, two seconds deeper, we never could have recovered.",3.3,3.23,1.4347473645210156,7 out of 9,77.7777777778%,"[('fog', 4.66), ('foot', 4.9), ('two', 4.18), ('second', 3.3), ('never', 1.59), ('could', 1.34), ('recover', 2.64)]","['fog', 'foot', 'deeper', 'two', 'second', 'deeper', 'never', 'could', 'recover']"
139,A fourth miracle.,2.675,2.675,1.011162697096763,2 out of 2,100.0%,"[('fourth', 3.39), ('miracle', 1.96)]","['fourth', 'miracle']"
140,All of this had happened in less than a minute - enough terror for an ordinary month of flying.,2.6,2.7475,1.179609499549987,8 out of 8,100.0%,"[('happen', 1.78), ('less', 2.77), ('minute', 3.04), ('enough', 1.33), ('terror', 2.43), ('ordinary', 1.79), ('month', 4.2), ('fly', 4.64)]","['happen', 'less', 'minute', 'enough', 'terror', 'ordinary', 'month', 'fly']"
141,Scotty and I just looked at each other; there was little to say.,2.96,3.0700000000000003,0.5532630477449221,3 out of 4,75.0%,"[('look', 2.96), ('little', 3.67), ('say', 2.58)]","['scotty', 'look', 'little', 'say']"
142,"Now we could think of our mission, so we continued the long climb up to our rendezvous point at 24,000 feet.",2.9,3.037777777777778,1.0367952760523385,9 out of 9,100.0%,"[('could', 1.34), ('think', 2.41), ('mission', 2.9), ('continue', 2.36), ('long', 3.18), ('climb', 4.11), ('rendezvous', 2.75), ('point', 3.39), ('foot', 4.9)]","['could', 'think', 'mission', 'continue', 'long', 'climb', 'rendezvous', 'point', 'foot']"
143,"One of the gunners called on the intercom, asking us to look back.",3.9850000000000003,3.79875,0.7365253850731438,8 out of 8,100.0%,"[('one', 3.97), ('gunner', 4.35), ('call', 4.0), ('intercom', 4.67), ('ask', 2.52), ('us', 3.59), ('look', 2.96), ('back', 4.33)]","['one', 'gunner', 'call', 'intercom', 'ask', 'us', 'look', 'back']"
144,"We saw a pair of thousand-foot plumes of black smoke, coming out of the fog close together, back where we had just been.",3.94,3.871,0.778123811913417,10 out of 10,100.0%,"[('saw', 4.46), ('pair', 3.88), ('plume', 4.0), ('black', 3.76), ('smoke', 4.96), ('come', 2.72), ('fog', 4.66), ('close', 3.2), ('together', 2.74), ('back', 4.33)]","['saw', 'pair', 'plume', 'black', 'smoke', 'come', 'fog', 'close', 'together', 'back']"
145,Later we were to learn that the smoke was from the two lead planes we had followed onto the runway just a minute before; both had crashed off the end of the runway in that fog.,3.945,3.6935714285714285,1.0508575775773081,14 out of 14,100.0%,"[('later', 1.8), ('learn', 2.2), ('smoke', 4.96), ('two', 4.18), ('lead', 4.1), ('plane', 4.92), ('follow', 3.26), ('onto', 2.46), ('runway', 4.6), ('minute', 3.04), ('crash', 3.79), ('end', 3.14), ('runway', 4.6), ('fog', 4.66)]","['later', 'learn', 'smoke', 'two', 'lead', 'plane', 'follow', 'onto', 'runway', 'minute', 'crash', 'end', 'runway', 'fog']"
146,'Return to base'.,3.415,3.415,0.6293250352560271,2 out of 2,100.0%,"[('return', 2.97), ('base', 3.86)]","['return', 'base']"
147,We climbed through the sparkling winter sunshine toward the little specks we knew would be the command ships for the mission.,3.49,3.2441666666666666,1.1652347272961656,12 out of 12,100.0%,"[('climb', 4.11), ('sparkling', 3.31), ('winter', 3.84), ('sunshine', 4.21), ('toward', 2.28), ('little', 3.67), ('speck', 4.46), ('know', 1.68), ('would', 1.12), ('command', 2.48), ('ship', 4.87), ('mission', 2.9)]","['climb', 'sparkling', 'winter', 'sunshine', 'toward', 'little', 'speck', 'know', 'would', 'command', 'ship', 'mission']"
148,We were determined to go on.,2.6399999999999997,2.6399999999999997,0.7212489168102785,2 out of 2,100.0%,"[('determine', 2.13), ('go', 3.15)]","['determine', 'go']"
149,The plane seemed to be all right despite what had happened.,1.78,2.65,1.5111750394974104,5 out of 5,100.0%,"[('plane', 4.92), ('seem', 1.75), ('right', 3.47), ('despite', 1.33), ('happen', 1.78)]","['plane', 'seem', 'right', 'despite', 'happen']"
150,"But as soon as we approached the leader the radio came alive: ""Do you know your bomb bay doors are blown off?",3.74,3.536363636363636,1.2046847946850887,11 out of 11,100.0%,"[('soon', 1.79), ('approach', 2.74), ('leader', 3.89), ('radio', 4.74), ('come', 2.72), ('alive', 3.14), ('know', 1.68), ('bomb', 4.84), ('bay', 4.81), ('door', 4.81), ('blow', 3.74)]","['soon', 'approach', 'leader', 'radio', 'come', 'alive', 'know', 'bomb', 'bay', 'door', 'blow']"
151,"Return to base"".",3.415,3.415,0.6293250352560271,2 out of 2,100.0%,"[('return', 2.97), ('base', 3.86)]","['return', 'base']"
152,"Astonished, we sent our chief engineer, Charles Cox, to look at the doors.",3.61,3.5866666666666664,1.1227050666433578,6 out of 8,75.0%,"[('astonished', 2.15), ('send', 2.7), ('chief', 4.26), ('engineer', 4.64), ('look', 2.96), ('door', 4.81)]","['astonished', 'send', 'chief', 'engineer', 'charles', 'cox', 'look', 'door']"
153,"They were indeed gone, with a piece of torn aluminum flapping loose on one side.",3.97,3.7133333333333334,0.9410233790932082,9 out of 9,100.0%,"[('indeed', 1.72), ('go', 3.15), ('piece', 4.14), ('tear', 4.56), ('aluminum', 4.88), ('flap', 4.14), ('loose', 3.18), ('one', 3.97), ('side', 3.68)]","['indeed', 'go', 'piece', 'tear', 'aluminum', 'flap', 'loose', 'one', 'side']"
154,"Three bombs had bounced off their shackles and disappeared, taking the bomb bay doors with them.",4.34,4.115555555555556,0.7957718126308431,9 out of 9,100.0%,"[('three', 3.62), ('bomb', 4.84), ('bounce', 3.86), ('shackle', 4.34), ('disappear', 2.86), ('take', 3.06), ('bomb', 4.84), ('bay', 4.81), ('door', 4.81)]","['three', 'bomb', 'bounce', 'shackle', 'disappear', 'take', 'bomb', 'bay', 'door']"
155,"Reluctantly, then, we turned back.",3.44,3.27,1.154426264427486,3 out of 3,100.0%,"[('reluctantly', 2.04), ('turn', 3.44), ('back', 4.33)]","['reluctantly', 'turn', 'back']"
